STATE,WEEK,SU_ID,perception,ECON1,ECON2,ECON1_worked,ECON2_hours
TX,1,0026008130,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
NY,1,0040009344,0.125,"(3) No, I did not work for pay last week.",,0.0,
TX,1,0020609890,0.012,"(3) No, I did not work for pay last week.",,0.0,
TX,1,0040010983,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",12,1.0,12.0
TX,1,0026314006,0.237,"(3) No, I did not work for pay last week.",,0.0,
NY,1,0023474946,0.275,"(3) No, I did not work for pay last week.",,0.0,
TX,1,0040007569,0.237,"(3) No, I did not work for pay last week.",,0.0,
TX,1,0024037022,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
NY,1,0028770626,0.275,"(3) No, I did not work for pay last week.",,0.0,
NY,1,0029183151,0.275,"(3) No, I did not work for pay last week.",,0.0,
NY,1,0029994508,0.125,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
NY,1,0040009147,0.125,"(1) Yes, I worked for someone else for wages, salary, piece",45,1.0,45.0
TX,1,0040010969,0.217,"(3) No, I did not work for pay last week.",,0.0,
NY,1,0024539837,0.125,"(3) No, I did not work for pay last week.",,0.0,
NY,1,0028412783,0.275,"(3) No, I did not work for pay last week.",,0.0,
NY,1,0024079799,0.275,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
NY,1,0022885978,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
NY,1,0022767314,0.25,"(3) No, I did not work for pay last week.",,0.0,
TX,1,0023792139,0.217,"(3) No, I did not work for pay last week.",,0.0,
NY,1,0024608475,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",30,1.0,30.0
NY,1,0020429686,0.125,"(1) Yes, I worked for someone else for wages, salary, piece",37,1.0,37.0
NY,1,0020880512,0.275,"(3) No, I did not work for pay last week.",,0.0,
NY,1,0029016611,0.217,"(3) No, I did not work for pay last week.",,0.0,
NY,1,0026860754,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
NY,1,0021444233,0.125,"(1) Yes, I worked for someone else for wages, salary, piece",50,1.0,50.0
TX,1,0040009814,0.032,"(1) Yes, I worked for someone else for wages, salary, piece",43,1.0,43.0
TX,1,0026112784,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",60,1.0,60.0
NY,1,0026260031,0.25,"(3) No, I did not work for pay last week.",,0.0,
TX,1,0022224590,0.013,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
TX,1,0026040559,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",45,1.0,45.0
NY,1,0025501111,0.125,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
NY,1,0022483162,0.275,"(3) No, I did not work for pay last week.",,0.0,
NY,1,0022161312,0.275,"(1) Yes, I worked for someone else for wages, salary, piece",45,1.0,45.0
NY,1,0027472753,0.25,"(3) No, I did not work for pay last week.",,0.0,
TX,1,0025596876,0.012,"(3) No, I did not work for pay last week.",,0.0,
NY,1,0024430781,0.125,"(1) Yes, I worked for someone else for wages, salary, piece",50,1.0,50.0
TX,1,0040010189,0.023,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
NY,1,0020181845,0.125,"(1) Yes, I worked for someone else for wages, salary, piece",55,1.0,55.0
NY,1,0028613962,0.125,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
NY,1,0040006869,0.725,"(3) No, I did not work for pay last week.",,0.0,
TX,1,0040011081,0.025,"(3) No, I did not work for pay last week.",,0.0,
NY,1,0025559967,0.25,"(3) No, I did not work for pay last week.",,0.0,
NY,1,0026420738,0.025,"(3) No, I did not work for pay last week.",,0.0,
TX,1,0024797594,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",45,1.0,45.0
NY,1,0025804019,0.237,"(3) No, I did not work for pay last week.",,0.0,
TX,1,0026221280,0.073,"(3) No, I did not work for pay last week.",,0.0,
TX,1,0023135861,0.025,"(3) No, I did not work for pay last week.",,0.0,
TX,1,0026147383,0.025,"(3) No, I did not work for pay last week.",,0.0,
TX,1,0026224850,0.012,"(3) No, I did not work for pay last week.",,0.0,
TX,1,0027581434,0.012,"(3) No, I did not work for pay last week.",,0.0,
TX,1,0040010770,0.015,"(3) No, I did not work for pay last week.",,0.0,
TX,1,0028294419,0.012,"(3) No, I did not work for pay last week.",,0.0,
NY,1,0023154644,0.217,"(1) Yes, I worked for someone else for wages, salary, piece",70,1.0,70.0
TX,1,0028151716,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",60,1.0,60.0
TX,1,0020493900,0.125,"(3) No, I did not work for pay last week.",,0.0,
TX,1,0040007231,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",50,1.0,50.0
NY,1,0020032720,0.125,"(3) No, I did not work for pay last week.",,0.0,
NY,1,0020139488,0.125,"(3) No, I did not work for pay last week.",,0.0,
NY,1,0028920191,0.237,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
TX,1,0029448170,0.217,"(3) No, I did not work for pay last week.",,0.0,
TX,1,0025479087,0.032,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
NY,1,0026707470,0.275,"(3) No, I did not work for pay last week.",,0.0,
TX,1,0024598622,0.127,"(3) No, I did not work for pay last week.",,0.0,
TX,1,0029941536,0.217,"(3) No, I did not work for pay last week.",,0.0,
TX,1,0040008328,0.125,"(3) No, I did not work for pay last week.",,0.0,
NY,1,0020689845,0.125,"(3) No, I did not work for pay last week.",,0.0,
TX,1,0029753259,0.012,"(3) No, I did not work for pay last week.",,0.0,
NY,1,0020494933,0.025,"(3) No, I did not work for pay last week.",,0.0,
NY,1,0023873903,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
TX,1,0025688818,0.012,"(3) No, I did not work for pay last week.",,0.0,
NY,1,0029126896,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",55,1.0,55.0
TX,1,0024384118,0.125,"(1) Yes, I worked for someone else for wages, salary, piece",55,1.0,55.0
TX,1,0024724159,0.032,"(3) No, I did not work for pay last week.",,0.0,
NY,1,0020237757,0.25,"(3) No, I did not work for pay last week.",,0.0,
NY,1,0040011131,0.275,"(3) No, I did not work for pay last week.",,0.0,
TX,1,0040001091,0.012,"(3) No, I did not work for pay last week.",,0.0,
NY,1,0040003253,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",35,1.0,35.0
TX,1,0040010639,0.023,"(1) Yes, I worked for someone else for wages, salary, piece",20,1.0,20.0
NY,1,0026156048,0.275,"(1) Yes, I worked for someone else for wages, salary, piece",50,1.0,50.0
TX,1,0026102972,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
NY,1,0020126621,0.125,"(3) No, I did not work for pay last week.",,0.0,
NY,1,0040000955,0.125,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
NY,1,0022444427,0.125,"(3) No, I did not work for pay last week.",,0.0,
NY,1,0022444369,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",50,1.0,50.0
NY,1,0023255316,0.137,"(3) No, I did not work for pay last week.",,0.0,
NY,1,0027965682,0.275,"(3) No, I did not work for pay last week.",,0.0,
TX,1,0040010436,0.123,"(3) No, I did not work for pay last week.",,0.0,
NY,1,0040008874,0.025,"(3) No, I did not work for pay last week.",,0.0,
NY,1,0022528099,0.125,"(3) No, I did not work for pay last week.",,0.0,
TX,1,0040009173,0.237,"(1) Yes, I worked for someone else for wages, salary, piece",56,1.0,56.0
NY,1,0028176413,0.25,"(3) No, I did not work for pay last week.",,0.0,
NY,1,0020610476,0.275,"(3) No, I did not work for pay last week.",,0.0,
NY,1,0027154962,0.275,"(3) No, I did not work for pay last week.",,0.0,
TX,1,0025421356,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",48,1.0,48.0
NY,1,0040003712,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",35,1.0,35.0
NY,1,0040006093,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",10,1.0,10.0
TX,1,0021841457,0.125,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
NY,1,0040004848,0.25,"(3) No, I did not work for pay last week.",,0.0,
NY,1,0021587276,0.123,"(3) No, I did not work for pay last week.",,0.0,
NY,1,0027465196,0.125,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
NY,1,0026651808,0.125,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
NY,1,0022169636,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
NY,1,0020068437,0.275,"(3) No, I did not work for pay last week.",,0.0,
NY,1,0028570861,0.025,"(3) No, I did not work for pay last week.",,0.0,
NY,1,0029587124,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
NY,1,0040007158,0.725,"(3) No, I did not work for pay last week.",,0.0,
TX,1,0024462542,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
TX,1,0020341350,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
NY,1,0027440673,0.25,"(3) No, I did not work for pay last week.",,0.0,
NY,1,0029350397,0.25,"(3) No, I did not work for pay last week.",,0.0,
TX,1,0024366224,0.012,"(3) No, I did not work for pay last week.",,0.0,
NY,1,0027335935,0.312,"(3) No, I did not work for pay last week.",,0.0,
TX,1,0024015266,0.012,"(3) No, I did not work for pay last week.",,0.0,
NY,1,0040004444,0.125,"(1) Yes, I worked for someone else for wages, salary, piece",45,1.0,45.0
NY,1,0026580781,0.275,"(1) Yes, I worked for someone else for wages, salary, piece",46,1.0,46.0
NY,1,0029088552,0.125,"(3) No, I did not work for pay last week.",,0.0,
TX,1,0023504339,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",60,1.0,60.0
TX,1,0040010594,0.023,"(3) No, I did not work for pay last week.",,0.0,
NY,1,0040004652,0.123,"(1) Yes, I worked for someone else for wages, salary, piece",35,1.0,35.0
NY,1,0020931103,0.275,"(3) No, I did not work for pay last week.",,0.0,
TX,1,0040010231,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
TX,1,0040000022,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",45,1.0,45.0
NY,1,0021622129,0.125,"(3) No, I did not work for pay last week.",,0.0,
NY,1,0040006092,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",45,1.0,45.0
TX,1,0025699689,0.237,"(3) No, I did not work for pay last week.",,0.0,
TX,1,0040004250,0.275,"(3) No, I did not work for pay last week.",,0.0,
NY,1,0040008120,0.125,"(3) No, I did not work for pay last week.",,0.0,
NY,1,0024283279,0.035,"(1) Yes, I worked for someone else for wages, salary, piece",45,1.0,45.0
NY,1,0040010974,0.275,"(2) Yes, I worked as self-employed in my own business, profe",,1.0,
NY,1,0029256321,0.275,"(3) No, I did not work for pay last week.",,0.0,
TX,1,0040010345,0.275,"(3) No, I did not work for pay last week.",,0.0,
TX,1,0028230770,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
TX,1,0021300192,0.025,"(3) No, I did not work for pay last week.",,0.0,
NY,1,0023112782,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",45,1.0,45.0
NY,1,0040000959,0.125,"(3) No, I did not work for pay last week.",,0.0,
TX,1,0028073397,0.012,"(3) No, I did not work for pay last week.",,0.0,
TX,1,0022718050,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",50,1.0,50.0
NY,1,0029615576,0.125,"(3) No, I did not work for pay last week.",,0.0,
TX,1,0020077076,0.025,"(3) No, I did not work for pay last week.",,0.0,
NY,1,0025980538,0.275,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
NY,1,0024759555,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",36,1.0,36.0
NY,1,0024019458,0.125,"(3) No, I did not work for pay last week.",,0.0,
TX,1,0040006257,0.012,"(3) No, I did not work for pay last week.",,0.0,
NY,1,0026457408,0.725,"(3) No, I did not work for pay last week.",,0.0,
NY,1,0022801056,0.275,"(3) No, I did not work for pay last week.",,0.0,
NY,1,0020439063,0.125,"(1) Yes, I worked for someone else for wages, salary, piece",60,1.0,60.0
NY,1,0026037645,0.125,"(3) No, I did not work for pay last week.",,0.0,
TX,1,0040000746,0.025,"(3) No, I did not work for pay last week.",,0.0,
TX,1,0040007767,0.217,"(1) Yes, I worked for someone else for wages, salary, piece",36,1.0,36.0
TX,1,0029623954,0.012,"(3) No, I did not work for pay last week.",,0.0,
TX,1,0026632004,0.015,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
NY,1,0023538003,0.25,"(3) No, I did not work for pay last week.",,0.0,
NY,1,0026570841,0.125,"(3) No, I did not work for pay last week.",,0.0,
NY,1,0040004678,0.025,"(3) No, I did not work for pay last week.",,0.0,
NY,1,0021398324,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",45,1.0,45.0
NY,1,0040010396,0.125,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
TX,1,0028947704,0.025,"(3) No, I did not work for pay last week.",,0.0,
TX,1,0040010019,0.317,"(3) No, I did not work for pay last week.",,0.0,
TX,1,0040006690,0.012,"(3) No, I did not work for pay last week.",,0.0,
TX,1,0040002390,0.032,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
NY,1,0025622147,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",45,1.0,45.0
NY,1,0023365413,0.125,"(3) No, I did not work for pay last week.",,0.0,
TX,1,0040004904,0.125,"(3) No, I did not work for pay last week.",,0.0,
NY,1,0026592345,0.125,"(1) Yes, I worked for someone else for wages, salary, piece",38,1.0,38.0
NY,1,0023826306,0.275,"(3) No, I did not work for pay last week.",,0.0,
NY,1,0026697911,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
TX,1,0040006487,0.012,"(3) No, I did not work for pay last week.",,0.0,
NY,1,0029515875,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
TX,1,0040004284,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
NY,1,0022081808,0.125,"(3) No, I did not work for pay last week.",,0.0,
NY,1,0029919387,0.125,"(3) No, I did not work for pay last week.",,0.0,
NY,1,0027448953,0.275,"(1) Yes, I worked for someone else for wages, salary, piece",50,1.0,50.0
NY,1,0020576013,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",50,1.0,50.0
NY,1,0040004719,0.275,"(3) No, I did not work for pay last week.",,0.0,
NY,1,0026670998,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
NY,1,0040010750,0.125,"(3) No, I did not work for pay last week.",,0.0,
NY,1,0029199500,0.257,"(3) No, I did not work for pay last week.",,0.0,
TX,1,0021537016,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
TX,1,0027763981,0.012,"(3) No, I did not work for pay last week.",,0.0,
TX,1,0040005993,0.023,"(3) No, I did not work for pay last week.",,0.0,
TX,1,0023304968,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
TX,1,0040010346,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
NY,1,0040011102,0.275,"(3) No, I did not work for pay last week.",,0.0,
NY,1,0028146075,0.025,"(3) No, I did not work for pay last week.",,0.0,
NY,1,0028174951,0.275,"(3) No, I did not work for pay last week.",,0.0,
NY,1,0020574348,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",38,1.0,38.0
TX,1,0027136926,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
NY,1,0040008484,0.012,"(3) No, I did not work for pay last week.",,0.0,
TX,1,0026211749,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
NY,1,0025711361,0.25,"(3) No, I did not work for pay last week.",,0.0,
TX,1,0040010168,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
NY,1,0021829714,0.125,"(3) No, I did not work for pay last week.",,0.0,
NY,1,0022212372,0.275,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
TX,1,0025017830,0.012,"(3) No, I did not work for pay last week.",,0.0,
NY,1,0024632130,0.275,"(3) No, I did not work for pay last week.",,0.0,
NY,1,0021004775,0.275,"(3) No, I did not work for pay last week.",,0.0,
NY,1,0020866896,0.012,"(3) No, I did not work for pay last week.",,0.0,
TX,1,0027196955,0.123,"(3) No, I did not work for pay last week.",,0.0,
TX,1,0028414471,0.123,"(3) No, I did not work for pay last week.",,0.0,
TX,1,0040009808,0.012,"(3) No, I did not work for pay last week.",,0.0,
TX,1,0021302219,0.025,"(3) No, I did not work for pay last week.",,0.0,
TX,1,0040004492,0.125,"(3) No, I did not work for pay last week.",,0.0,
NY,1,0040010998,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",58,1.0,58.0
TX,1,0040003510,0.125,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
NY,1,0021005090,0.275,"(3) No, I did not work for pay last week.",,0.0,
NY,1,0020248573,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
NY,1,0027413947,0.025,"(3) No, I did not work for pay last week.",,0.0,
NY,1,0029406170,0.125,"(3) No, I did not work for pay last week.",,0.0,
TX,1,0022845373,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
NY,1,0023400980,0.025,"(3) No, I did not work for pay last week.",,0.0,
NY,1,0040007162,0.237,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
TX,1,0040010949,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",45,1.0,45.0
NY,1,0025312277,0.125,"(3) No, I did not work for pay last week.",,0.0,
NY,1,0027490871,0.275,"(3) No, I did not work for pay last week.",,0.0,
NY,1,0029205353,0.25,"(3) No, I did not work for pay last week.",,0.0,
NY,1,0025841770,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",60,1.0,60.0
TX,1,0040005362,0.012,"(3) No, I did not work for pay last week.",,0.0,
TX,1,0025271675,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
